MONTH_END,CODE,CODE_DISPLAY_NAME,PRICE_TYPE_DESCRIPTION,VALUE
2010-06-30,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value high,1025.0
2010-06-30,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value high,1190.0
2010-06-30,PA0007456,Base oil Group 1 SN 150 fob Asia,value high,840.0
2010-06-30,PA0007457,Base oil Group 1 SN 500 fob Asia,value high,960.0
2010-06-30,PA0007458,Base oil Group 1 Bright stock fob Asia,value high,1145.0
2010-06-30,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value high,940.0
2010-06-30,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value high,1040.0
2010-06-30,PA0007461,Base oil Group 2 N150 fob Asia,value high,890.0
2010-06-30,PA0007462,Base oil Group 2 N500 fob Asia,value high,995.0
2010-06-30,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value high,957.25
2010-06-30,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value high,968.0
2010-06-30,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value high,890.0
2010-06-30,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value high,1020.0
2010-06-30,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value high,1185.0
2010-06-30,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value high,925.0
2010-06-30,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value high,1040.0
2010-06-30,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value high,1289.0
2010-06-30,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value high,1311.0
2010-06-30,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value high,1297.0
2010-06-30,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value high,1268.0
2010-06-30,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value high,1392.0
2010-06-30,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value high,1268.0
2010-06-30,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value high,1326.0
2010-06-30,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value high,1329.0
2010-06-30,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value high,1491.0
2010-06-30,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value high,1696.0
2010-06-30,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value high,1373.0
2010-06-30,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value high,1516.0
2010-06-30,PA0007498,Base oil Group 1 SN 150 cfr India,value high,1030.0
2010-06-30,PA0007499,Base oil Group 1 SN 500 cfr India,value high,1040.0
2010-06-30,PA0007500,Base oil Group 1 Bright stock cfr India,value high,1160.0
2010-06-30,PA0007501,Base oil Group 2 N150 cfr India,value high,915.0
2010-06-30,PA0007502,Base oil Group 2 N500 cfr India,value high,1030.0
2010-06-30,PA0007519,Base oil Group 1 SN 150 cfr UAE,value high,1030.0
2010-06-30,PA0007520,Base oil Group 1 SN 500 cfr UAE,value high,1040.0
2010-06-30,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value high,1020.0
2010-06-30,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value high,1055.0
2010-06-30,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value high,1120.0
2010-06-30,PA0007524,Base oil Group 1 SN 150 fob European export,value high,930.0
2010-06-30,PA0007525,Base oil Group 1 SN 500 fob European export,value high,955.0
2010-06-30,PA0007526,Base oil Group 1 Bright stock fob European export,value high,1060.0
2010-06-30,PA0007527,Base oil Group 1 SN 500 fob NWE month,value high,954.75
2010-06-30,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value high,962.95
2010-06-30,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value high,910.0
2010-06-30,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value high,920.0
2010-06-30,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value high,930.0
2010-06-30,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value high,920.0
2010-06-30,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value high,982.0
2010-06-30,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value high,1159.0
2010-06-30,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value high,1176.0
2010-06-30,PA0007541,Base oil Group 2 N100 fob United States $/t,value high,1070.0
2010-06-30,PA0007543,Base oil Group 2 N220 fob United States $/t,value high,1098.0
2010-06-30,PA0007544,Base oil Group 2 N600 fob United States $/t,value high,1206.0
2010-06-30,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value high,1012.0
2010-06-30,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value high,1177.0
2010-06-30,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value high,1235.0
2010-06-30,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value high,1175.4
2010-06-30,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value high,1201.45
2010-06-30,PA0007695,Base oil Group 1 SN 150 fob NWE month,value high,927.25
2010-06-30,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value high,935.45
2010-06-30,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value high,880.0
2010-06-30,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value high,900.0
2010-06-30,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value high,875.0
2010-06-30,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value high,890.0
2010-06-30,PA0007877,Base oil Group 3 4cst fca NWE $/t,value high,1125.0
2010-06-30,PA0007878,Base oil Group 3 6cst fca NWE $/t,value high,1162.0
2010-06-30,PA0007879,Base oil Group 3 8cst fca NWE $/t,value high,1199.0
2010-07-31,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value high,970.0
2010-07-31,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value high,1070.0
2010-07-31,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value high,1240.0
2010-07-31,PA0007456,Base oil Group 1 SN 150 fob Asia,value high,860.0
2010-07-31,PA0007457,Base oil Group 1 SN 500 fob Asia,value high,980.0
2010-07-31,PA0007458,Base oil Group 1 Bright stock fob Asia,value high,1160.0
2010-07-31,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value high,965.0
2010-07-31,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value high,1070.0
2010-07-31,PA0007461,Base oil Group 2 N150 fob Asia,value high,900.0
2010-07-31,PA0007462,Base oil Group 2 N500 fob Asia,value high,1000.0
2010-07-31,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value high,974.5
2010-07-31,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value high,991.35
2010-07-31,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value high,885.0
2010-07-31,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value high,1020.0
2010-07-31,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value high,1200.0
2010-07-31,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value high,925.0
2010-07-31,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value high,1040.0
2010-07-31,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value high,1239.0
2010-07-31,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value high,1283.0
2010-07-31,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value high,1224.0
2010-07-31,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value high,1254.0
2010-07-31,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value high,1357.0
2010-07-31,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value high,1269.0
2010-07-31,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value high,1276.0
2010-07-31,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value high,1324.0
2010-07-31,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value high,1492.0
2010-07-31,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value high,1715.0
2010-07-31,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value high,1374.0
2010-07-31,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value high,1516.0
2010-07-31,PA0007498,Base oil Group 1 SN 150 cfr India,value high,1055.0
2010-07-31,PA0007499,Base oil Group 1 SN 500 cfr India,value high,1055.0
2010-07-31,PA0007500,Base oil Group 1 Bright stock cfr India,value high,1240.0
2010-07-31,PA0007501,Base oil Group 2 N150 cfr India,value high,940.0
2010-07-31,PA0007502,Base oil Group 2 N500 cfr India,value high,1040.0
2010-07-31,PA0007519,Base oil Group 1 SN 150 cfr UAE,value high,1055.0
2010-07-31,PA0007520,Base oil Group 1 SN 500 cfr UAE,value high,1055.0
2010-07-31,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value high,1060.0
2010-07-31,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value high,1100.0
2010-07-31,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value high,1180.0
2010-07-31,PA0007524,Base oil Group 1 SN 150 fob European export,value high,975.0
2010-07-31,PA0007525,Base oil Group 1 SN 500 fob European export,value high,1000.0
2010-07-31,PA0007526,Base oil Group 1 Bright stock fob European export,value high,1130.0
2010-07-31,PA0007527,Base oil Group 1 SN 500 fob NWE month,value high,1004.5
2010-07-31,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value high,1021.35
2010-07-31,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value high,930.0
2010-07-31,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value high,950.0
2010-07-31,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value high,920.0
2010-07-31,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value high,930.0
2010-07-31,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value high,973.0
2010-07-31,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value high,1147.0
2010-07-31,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value high,1217.0
2010-07-31,PA0007541,Base oil Group 2 N100 fob United States $/t,value high,1054.0
2010-07-31,PA0007543,Base oil Group 2 N220 fob United States $/t,value high,1068.0
2010-07-31,PA0007544,Base oil Group 2 N600 fob United States $/t,value high,1185.0
2010-07-31,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value high,1003.0
2010-07-31,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value high,1162.0
2010-07-31,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value high,1264.0
2010-07-31,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value high,1175.5
2010-07-31,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value high,1201.5
2010-07-31,PA0007695,Base oil Group 1 SN 150 fob NWE month,value high,979.5
2010-07-31,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value high,996.35
2010-07-31,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value high,950.0
2010-07-31,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value high,905.0
2010-07-31,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value high,950.0
2010-07-31,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value high,900.0
2010-07-31,PA0007877,Base oil Group 3 4cst fca NWE $/t,value high,1348.0
2010-07-31,PA0007878,Base oil Group 3 6cst fca NWE $/t,value high,1361.0
2010-07-31,PA0007879,Base oil Group 3 8cst fca NWE $/t,value high,1361.0
2010-08-31,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value high,980.0
2010-08-31,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value high,1095.0
2010-08-31,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value high,1260.0
2010-08-31,PA0007456,Base oil Group 1 SN 150 fob Asia,value high,865.0
2010-08-31,PA0007457,Base oil Group 1 SN 500 fob Asia,value high,990.0
2010-08-31,PA0007458,Base oil Group 1 Bright stock fob Asia,value high,1200.0
2010-08-31,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value high,970.0
2010-08-31,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value high,1080.0
2010-08-31,PA0007461,Base oil Group 2 N150 fob Asia,value high,900.0
2010-08-31,PA0007462,Base oil Group 2 N500 fob Asia,value high,1000.0
2010-08-31,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value high,989.15
2010-08-31,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value high,1002.0
2010-08-31,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value high,885.0
2010-08-31,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value high,1025.0
2010-08-31,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value high,1260.0
2010-08-31,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value high,930.0
2010-08-31,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value high,1030.0
2010-08-31,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value high,1226.0
2010-08-31,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value high,1256.0
2010-08-31,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value high,1223.0
2010-08-31,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value high,1245.0
2010-08-31,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value high,1345.0
2010-08-31,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value high,1289.0
2010-08-31,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value high,1271.0
2010-08-31,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value high,1324.0
2010-08-31,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value high,1497.0
2010-08-31,PA0007495,Base oil Group 1 Bright stock cfr Northeast Asia inc. taxes and duty $/t,value high,1789.0
2010-08-31,PA0007496,Base oil Group 2 N150 cfr Northeast Asia inc. taxes and duty $/t,value high,1379.0
2010-08-31,PA0007497,Base oil Group 2 N500 cfr Northeast Asia inc. taxes and duty $/t,value high,1503.0
2010-08-31,PA0007498,Base oil Group 1 SN 150 cfr India,value high,1090.0
2010-08-31,PA0007499,Base oil Group 1 SN 500 cfr India,value high,1130.0
2010-08-31,PA0007500,Base oil Group 1 Bright stock cfr India,value high,1250.0
2010-08-31,PA0007501,Base oil Group 2 N150 cfr India,value high,950.0
2010-08-31,PA0007502,Base oil Group 2 N500 cfr India,value high,1040.0
2010-08-31,PA0007519,Base oil Group 1 SN 150 cfr UAE,value high,1085.0
2010-08-31,PA0007520,Base oil Group 1 SN 500 cfr UAE,value high,1130.0
2010-08-31,PA0007521,Base oil Group 1 SN 150 fob domestic NWE,value high,1080.0
2010-08-31,PA0007522,Base oil Group 1 SN 500 fob domestic NWE,value high,1120.0
2010-08-31,PA0007523,Base oil Group 1 Bright stock fob domestic NWE,value high,1200.0
2010-08-31,PA0007524,Base oil Group 1 SN 150 fob European export,value high,990.0
2010-08-31,PA0007525,Base oil Group 1 SN 500 fob European export,value high,1020.0
2010-08-31,PA0007526,Base oil Group 1 Bright stock fob European export,value high,1180.0
2010-08-31,PA0007527,Base oil Group 1 SN 500 fob NWE month,value high,1021.65
2010-08-31,PA0007528,Base oil Group 1 SN 500 fob NWE quarter,value high,1034.5
2010-08-31,PA0007531,Base oil Group 1 SN 150 fob Baltic Sea,value high,940.0
2010-08-31,PA0007532,Base oil Group 1 SN 500 fob Baltic Sea,value high,960.0
2010-08-31,PA0007533,Base oil Group 1 SN 150 fob Black Sea,value high,915.0
2010-08-31,PA0007534,Base oil Group 1 SN 500 fob Black Sea,value high,940.0
2010-08-31,PA0007535,Base oil Group 1 SN 150 fob United States $/t,value high,939.0
2010-08-31,PA0007536,Base oil Group 1 SN 500 fob United States $/t,value high,1103.0
2010-08-31,PA0007537,Base oil Group 1 Bright stock fob United States $/t,value high,1205.0
2010-08-31,PA0007541,Base oil Group 2 N100 fob United States $/t,value high,998.0
2010-08-31,PA0007543,Base oil Group 2 N220 fob United States $/t,value high,1013.0
2010-08-31,PA0007544,Base oil Group 2 N600 fob United States $/t,value high,1170.0
2010-08-31,PA0007549,Base oil Group 1 SN 150 US domestic $/t,value high,970.0
2010-08-31,PA0007550,Base oil Group 1 SN 500 US domestic $/t,value high,1118.0
2010-08-31,PA0007551,Base oil Group 1 Bright stock US domestic $/t,value high,1250.0
2010-08-31,PA0007555,Base oil Group 1 SN 500 fob United States $/t month,value high,1118.55
2010-08-31,PA0007556,Base oil Group 1 SN 500 fob United States $/t quarter,value high,1138.85
2010-08-31,PA0007695,Base oil Group 1 SN 150 fob NWE month,value high,994.15
2010-08-31,PA0007696,Base oil Group 1 SN 150 fob NWE quarter,value high,1007.0
2010-08-31,PA0007756,Base oil Group 1 SN 150 (LVI) cfr India,value high,910.0
2010-08-31,PA0007757,Base oil Group 1 SN 500 (LVI) cfr India,value high,910.0
2010-08-31,PA0007758,Base oil Group 1 SN 150 (LVI) cfr UAE,value high,900.0
2010-08-31,PA0007759,Base oil Group 1 SN 500 (LVI) cfr UAE,value high,880.0
2010-08-31,PA0007877,Base oil Group 3 4cst fca NWE $/t,value high,1423.0
2010-08-31,PA0007878,Base oil Group 3 6cst fca NWE $/t,value high,1424.0
2010-08-31,PA0007879,Base oil Group 3 8cst fca NWE $/t,value high,1442.0
2010-09-30,PA0007453,Base oil Group 1 SN 150 ex-tank Singapore,value high,980.0
2010-09-30,PA0007454,Base oil Group 1 SN 500 ex-tank Singapore,value high,1090.0
2010-09-30,PA0007455,Base oil Group 1 Bright stock ex-tank Singapore,value high,1260.0
2010-09-30,PA0007456,Base oil Group 1 SN 150 fob Asia,value high,880.0
2010-09-30,PA0007457,Base oil Group 1 SN 500 fob Asia,value high,1000.0
2010-09-30,PA0007458,Base oil Group 1 Bright stock fob Asia,value high,1200.0
2010-09-30,PA0007459,Base oil Group 2 N150 ex-tank Singapore,value high,980.0
2010-09-30,PA0007460,Base oil Group 2 N500 ex-tank Singapore,value high,1080.0
2010-09-30,PA0007461,Base oil Group 2 N150 fob Asia,value high,910.0
2010-09-30,PA0007462,Base oil Group 2 N500 fob Asia,value high,1015.0
2010-09-30,PA0007463,Base oil Group 1 SN 500 Asia-Pacific month,value high,998.3
2010-09-30,PA0007464,Base oil Group 1 SN 500 Asia-Pacific quarter,value high,1010.8
2010-09-30,PA0007467,Base oil Group 1 SN 150 cfr Northeast Asia,value high,900.0
2010-09-30,PA0007468,Base oil Group 1 SN 500 cfr Northeast Asia,value high,1035.0
2010-09-30,PA0007469,Base oil Group 1 Bright stock cfr Northeast Asia,value high,1260.0
2010-09-30,PA0007470,Base oil Group 2 N150 cfr Northeast Asia,value high,950.0
2010-09-30,PA0007471,Base oil Group 2 N500 cfr Northeast Asia,value high,1050.0
2010-09-30,PA0007481,Base oil Group 1 SN 150 China NE Daqing domestic $/t,value high,1253.0
2010-09-30,PA0007482,Base oil Group 1 SN 150 China NE Dalian domestic $/t,value high,1283.0
2010-09-30,PA0007483,Base oil Group 1 SN 150 China N Yanshan domestic $/t,value high,1253.0
2010-09-30,PA0007484,Base oil Group 1 SN 150 China S Maoming domestic $/t,value high,1291.0
2010-09-30,PA0007485,Base oil Group 1 SN 400 China NE Dalian domestic $/t,value high,1373.0
2010-09-30,PA0007486,Base oil Group 1 SN 400 China S Maoming domestic $/t,value high,1335.0
2010-09-30,PA0007487,Base oil Group 2 N150 China E Qaoqiao domestic $/t,value high,1305.0
2010-09-30,PA0007493,Base oil Group 1 SN 150 cfr Northeast Asia inc. taxes and duty $/t,value high,1345.0
2010-09-30,PA0007494,Base oil Group 1 SN 500 cfr Northeast Asia inc. taxes and duty $/t,value high,1512.0
